1 1 0.000000
2 1 0.000002
3 1 0.000003
4 1 0.000003
5 1 0.000004
6 1 0.000004
7 1 0.000004
8 1 0.000004
9 1 0.000003
10 1 0.000003
11 1 0.000003
12 1 0.000003
13 1 0.000002
14 1 0.000002
15 1 0.000002
16 1 0.000002
17 1 0.000001
18 1 0.000001
19 1 0.000001
20 1 0.000001
21 1 0.000000
22 1 0.000000
23 1 -0.000000
24 1 -0.000000
25 1 -0.000000
26 1 -0.000001
27 1 -0.000001
28 1 -0.000001
29 1 -0.000001
30 1 -0.000001
31 1 -0.000001
32 1 -0.000002
33 1 -0.000002
34 1 -0.000002
35 1 -0.000002
36 1 -0.000002
37 1 -0.000002
38 1 -0.000003
39 1 -0.000003
40 1 -0.000003
41 1 -0.000003
42 1 -0.000003
43 1 -0.000003
44 1 -0.000003
45 1 -0.000003
46 1 -0.000002
47 1 -0.000002
48 1 -0.000001
49 1 -0.000001
50 1 0.000000
1 2 0.000002
2 2 0.000008
3 2 0.000012
4 2 0.000014
5 2 0.000016
6 2 0.000017
7 2 0.000017
8 2 0.000017
9 2 0.000016
10 2 0.000015
11 2 0.000014
12 2 0.000013
13 2 0.000012
14 2 0.000010
15 2 0.000009
16 2 0.000008
17 2 0.000007
18 2 0.000005
19 2 0.000004
20 2 0.000003
21 2 0.000002
22 2 0.000001
23 2 0.000000
24 2 -0.000001
25 2 -0.000002
26 2 -0.000003
27 2 -0.000004
28 2 -0.000004
29 2 -0.000005
30 2 -0.000006
31 2 -0.000007
32 2 -0.000008
33 2 -0.000009
34 2 -0.000009
35 2 -0.000010
36 2 -0.000011
37 2 -0.000012
38 2 -0.000012
39 2 -0.000013
40 2 -0.000013
41 2 -0.000013
42 2 -0.000013
43 2 -0.000013
44 2 -0.000013
45 2 -0.000012
46 2 -0.000010
47 2 -0.000009
48 2 -0.000006
49 2 -0.000003
50 2 -0.000001
1 3 0.000007
2 3 0.000018
3 3 0.000028
4 3 0.000034
5 3 0.000038
6 3 0.000040
7 3 0.000041
8 3 0.000040
9 3 0.000039
10 3 0.000037
11 3 0.000034
12 3 0.000031
13 3 0.000029
14 3 0.000026
15 3 0.000022
16 3 0.000019
17 3 0.000017
18 3 0.000014
19 3 0.000011
20 3 0.000008
21 3 0.000006
22 3 0.000003
23 3 0.000001
24 3 -0.000002
25 3 -0.000004
26 3 -0.000006
27 3 -0.000009
28 3 -0.000011
29 3 -0.000013
30 3 -0.000015
31 3 -0.000017
32 3 -0.000019
33 3 -0.000021
34 3 -0.000023
35 3 -0.000025
36 3 -0.000027
37 3 -0.000028
38 3 -0.000030
39 3 -0.000031
40 3 -0.000032
41 3 -0.000032
42 3 -0.000032
43 3 -0.000032
44 3 -0.000030
45 3 -0.000028
46 3 -0.000025
47 3 -0.000021
48 3 -0.000016
49 3 -0.000009
50 3 -0.000003
1 4 0.000013
2 4 0.000033
3 4 0.000049
4 4 0.000060
5 4 0.000067
6 4 0.000071
7 4 0.000072
8 4 0.000072
9 4 0.000069
10 4 0.000066
11 4 0.000062
12 4 0.000057
13 4 0.000052
14 4 0.000047
15 4 0.000042
16 4 0.000036
17 4 0.000031
18 4 0.000026
19 4 0.000021
20 4 0.000016
21 4 0.000011
22 4 0.000006
23 4 0.000002
24 4 -0.000003
25 4 -0.000007
26 4 -0.000011
27 4 -0.000015
28 4 -0.000019
29 4 -0.000023
30 4 -0.000027
31 4 -0.000031
32 4 -0.000035
33 4 -0.000038
34 4 -0.000042
35 4 -0.000045
36 4 -0.000048
37 4 -0.000051
38 4 -0.000054
39 4 -0.000056
40 4 -0.000057
41 4 -0.000058
42 4 -0.000058
43 4 -0.000057
44 4 -0.000055
45 4 -0.000051
46 4 -0.000045
47 4 -0.000038
48 4 -0.000029
49 4 -0.000018
50 4 -0.000006
1 5 0.000019
2 5 0.000050
3 5 0.000074
4 5 0.000090
5 5 0.000101
6 5 0.000107
7 5 0.000110
8 5 0.000109
9 5 0.000106
10 5 0.000102
11 5 0.000096
12 5 0.000089
13 5 0.000081
14 5 0.000073
15 5 0.000065
16 5 0.000057
17 5 0.000049
18 5 0.000041
19 5 0.000033
20 5 0.000025
21 5 0.000018
22 5 0.000011
23 5 0.000004
24 5 -0.000003
25 5 -0.000010
26 5 -0.000017
27 5 -0.000023
28 5 -0.000030
29 5 -0.000036
30 5 -0.000042
31 5 -0.000048
32 5 -0.000054
33 5 -0.000060
34 5 -0.000065
35 5 -0.000070
36 5 -0.000075
37 5 -0.000079
38 5 -0.000083
39 5 -0.000086
40 5 -0.000089
41 5 -0.000090
42 5 -0.000089
43 5 -0.000088
44 5 -0.000084
45 5 -0.000078
46 5 -0.000070
47 5 -0.000059
48 5 -0.000045
49 5 -0.000029
50 5 -0.000010
1 6 0.000027
2 6 0.000069
3 6 0.000101
4 6 0.000124
5 6 0.000139
6 6 0.000148
7 6 0.000152
8 6 0.000151
9 6 0.000148
10 6 0.000142
11 6 0.000134
12 6 0.000125
13 6 0.000115
14 6 0.000104
15 6 0.000093
16 6 0.000082
17 6 0.000070
18 6 0.000059
19 6 0.000048
20 6 0.000037
21 6 0.000027
22 6 0.000016
23 6 0.000006
24 6 -0.000003
25 6 -0.000013
26 6 -0.000023
27 6 -0.000032
28 6 -0.000041
29 6 -0.000050
30 6 -0.000059
31 6 -0.000067
32 6 -0.000075
33 6 -0.000084
34 6 -0.000091
35 6 -0.000099
36 6 -0.000105
37 6 -0.000111
38 6 -0.000117
39 6 -0.000121
40 6 -0.000124
41 6 -0.000125
42 6 -0.000125
43 6 -0.000122
44 6 -0.000117
45 6 -0.000109
46 6 -0.000098
47 6 -0.000083
48 6 -0.000064
49 6 -0.000041
50 6 -0.000015
1 7 0.000035
2 7 0.000089
3 7 0.000129
4 7 0.000159
5 7 0.000179
6 7 0.000191
7 7 0.000196
8 7 0.000197
9 7 0.000193
10 7 0.000185
11 7 0.000176
12 7 0.000164
13 7 0.000152
14 7 0.000138
15 7 0.000124
16 7 0.000109
17 7 0.000094
18 7 0.000080
19 7 0.000065
20 7 0.000051
21 7 0.000037
22 7 0.000023
23 7 0.000010
24 7 -0.000003
25 7 -0.000016
26 7 -0.000029
27 7 -0.000041
28 7 -0.000053
29 7 -0.000065
30 7 -0.000077
31 7 -0.000088
32 7 -0.000099
33 7 -0.000110
34 7 -0.000120
35 7 -0.000130
36 7 -0.000139
37 7 -0.000147
38 7 -0.000153
39 7 -0.000159
40 7 -0.000163
41 7 -0.000165
42 7 -0.000164
43 7 -0.000161
44 7 -0.000154
45 7 -0.000144
46 7 -0.000129
47 7 -0.000110
48 7 -0.000085
49 7 -0.000055
50 7 -0.000020
1 8 0.000043
2 8 0.000109
3 8 0.000159
4 8 0.000195
5 8 0.000220
6 8 0.000235
7 8 0.000243
8 8 0.000244
9 8 0.000239
10 8 0.000231
11 8 0.000220
12 8 0.000206
13 8 0.000191
14 8 0.000174
15 8 0.000157
16 8 0.000139
17 8 0.000120
18 8 0.000102
19 8 0.000084
20 8 0.000066
21 8 0.000049
22 8 0.000032
23 8 0.000015
24 8 -0.000002
25 8 -0.000018
26 8 -0.000034
27 8 -0.000050
28 8 -0.000065
29 8 -0.000081
30 8 -0.000095
31 8 -0.000110
32 8 -0.000124
33 8 -0.000137
34 8 -0.000150
35 8 -0.000163
36 8 -0.000174
37 8 -0.000184
38 8 -0.000192
39 8 -0.000199
40 8 -0.000204
41 8 -0.000206
42 8 -0.000205
43 8 -0.000201
44 8 -0.000193
45 8 -0.000180
46 8 -0.000162
47 8 -0.000138
48 8 -0.000107
49 8 -0.000070
50 8 -0.000026
1 9 0.000050
2 9 0.000128
3 9 0.000187
4 9 0.000231
5 9 0.000261
6 9 0.000280
7 9 0.000290
8 9 0.000292
9 9 0.000287
10 9 0.000278
11 9 0.000265
12 9 0.000250
13 9 0.000232
14 9 0.000212
15 9 0.000191
16 9 0.000170
17 9 0.000148
18 9 0.000126
19 9 0.000105
20 9 0.000083
21 9 0.000062
22 9 0.000041
23 9 0.000020
24 9 -0.000000
25 9 -0.000020
26 9 -0.000040
27 9 -0.000059
28 9 -0.000078
29 9 -0.000096
30 9 -0.000115
31 9 -0.000132
32 9 -0.000149
33 9 -0.000166
34 9 -0.000182
